parent;pagetitle;content1;content2;price;picture;picture-big;brand;;
16;Блендер TEFAL BL 522 D3E;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/blendery?mfr=2143"">TEFAL</a> </li>                        <li class=""tec-char""><span>Тип управления:</span> механическое </li>                        <li class=""tec-char""><span>Материал корпуса:</span> пластик </li>                        <li class=""tec-char""><span>Емкость кувшина:</span> 1.5 л</li>                        <li class=""tec-char""><span>Мощность:</span> 500 Вт</li>                        <li class=""tec-char""><span>Тип блендера:</span> стационарный </li>                        <li class=""tec-char""><span>Турборежим:</span> Нет </li>                        <li class=""tec-char""><span>Количество скоростей:</span> 2 </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">Габариты и вес</th></tr>						<tr><td class=""tthlbl"">Дополнительная информация:</td><td>мерный стаканчик в комплекте  охлаждающий стержень для сохранения напитков холодными</td></tr>      <tr><th colspan=""2"">Общие характеристики</th></tr>      <tr><td class=""tthlbl"">Тип управления:</td><td>механическое</td></tr>      <tr><th colspan=""2"">Особенности</th></tr>      <tr><td class=""tthlbl"">Материал корпуса:</td><td>пластик</td></tr>      <tr><td class=""tthlbl"">Материал кувшина:</td><td>стекло</td></tr>      <tr><td class=""tthlbl"">Отверстие для ингредиентов:</td><td>Есть</td></tr>      <tr><th colspan=""2"">Технические характеристики</th></tr>      <tr><td class=""tthlbl"">Емкость кувшина:</td><td>1.5л</td></tr>      <tr><td class=""tthlbl"">Мощность:</td><td>500Вт</td></tr>      <tr><td class=""tthlbl"">Тип блендера:</td><td>стационарный</td></tr>      <tr><td class=""tthlbl"">Турборежим:</td><td>Нет</td></tr>      <tr><th colspan=""2"">Управление</th></tr>      <tr><td class=""tthlbl"">Импульсный режим:</td><td>Есть</td></tr>      <tr><td class=""tthlbl"">Количество скоростей:</td><td>2</td></tr>      <tr><th colspan=""2"">Функциональные возможности</th></tr>      <tr><td class=""tthlbl"">Мерный стакан:</td><td>Есть</td></tr>     </table>";2799;assets/images/kuhonnaya-technika/blendery/Blender-TEFAL-BL-522-D3E_STI0NTI3OVR0TDE4MA.jpg;assets/images/kuhonnaya-technika/blendery/Blender-TEFAL-BL-522-D3E_STI0NTI3OVRp.jpg;;;
16;Блендер BOSCH MMB 2000;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/blendery?mfr=343"">BOSCH</a> </li>                        <li class=""tec-char""><span>Тип управления:</span> механическое </li>                        <li class=""tec-char""><span>Материал корпуса:</span> пластик </li>                        <li class=""tec-char""><span>Емкость кувшина:</span> 1.75 л</li>                        <li class=""tec-char""><span>Мощность:</span> 600 Вт</li>                        <li class=""tec-char""><span>Тип блендера:</span> стационарный </li>                        <li class=""tec-char""><span>Турборежим:</span> Нет </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">Габариты и вес</th></tr>						<tr><td class=""tthlbl"">Дополнительная информация:</td><td>разборная чаша блендера</td></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Тип управления:</td><td>механическое</td></tr>						<tr><th colspan=""2"">Особенности</th></tr>						<tr><td class=""tthlbl"">Материал корпуса:</td><td>пластик</td></tr>						<tr><td class=""tthlbl"">Материал кувшина:</td><td>стекло</td></tr>						<tr><td class=""tthlbl"">Отверстие для ингредиентов:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Отсек для сетевого шнура:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Емкость кувшина:</td><td>1.75л</td></tr>						<tr><td class=""tthlbl"">Колка льда:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Мощность:</td><td>600Вт</td></tr>						<tr><td class=""tthlbl"">Плавная регулировка скорости:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Тип блендера:</td><td>стационарный</td></tr>						<tr><td class=""tthlbl"">Турборежим:</td><td>Нет</td></tr>						<tr><th colspan=""2"">Управление</th></tr>						<tr><td class=""tthlbl"">Импульсный режим:</td><td>Есть</td></tr>					</table>";2804;assets/images/kuhonnaya-technika/blendery/Blender-BOSCH-MMB-2000_STEzNDM4OFR0TDE4MA.jpg;assets/images/kuhonnaya-technika/blendery/Blender-BOSCH-MMB-2000_STEzNDM4OFRp.jpg;BOSCH;;
16;Блендер BRAUN MX 2050 Black;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/blendery?mfr=352"">BRAUN</a> </li>                        <li class=""tec-char""><span>Тип управления:</span> механическое </li>                        <li class=""tec-char""><span>Материал корпуса:</span> пластик </li>                        <li class=""tec-char""><span>Емкость кувшина:</span> 1.5 л</li>                        <li class=""tec-char""><span>Мощность:</span> 525 Вт</li>                        <li class=""tec-char""><span>Тип блендера:</span> стационарный </li>                        <li class=""tec-char""><span>Турборежим:</span> Нет </li>                        <li class=""tec-char""><span>Количество скоростей:</span> 5 </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Тип управления:</td><td>механическое</td></tr>						<tr><th colspan=""2"">Особенности</th></tr>						<tr><td class=""tthlbl"">Материал корпуса:</td><td>пластик</td></tr>						<tr><td class=""tthlbl"">Материал кувшина:</td><td>стекло</td></tr>						<tr><td class=""tthlbl"">Отверстие для ингредиентов:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Отсек для сетевого шнура:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Емкость измельчителя:</td><td>1.5л</td></tr>						<tr><td class=""tthlbl"">Емкость кувшина:</td><td>1.5л</td></tr>						<tr><td class=""tthlbl"">Мощность:</td><td>525Вт</td></tr>						<tr><td class=""tthlbl"">Тип блендера:</td><td>стационарный</td></tr>						<tr><td class=""tthlbl"">Турборежим:</td><td>Нет</td></tr>						<tr><th colspan=""2"">Управление</th></tr>						<tr><td class=""tthlbl"">Импульсный режим:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Количество скоростей:</td><td>5</td></tr>						<tr><th colspan=""2"">Функциональные возможности</th></tr>						<tr><td class=""tthlbl"">Измельчитель:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Мерный стакан:</td><td>Есть</td></tr>					</table>";2849;assets/images/kuhonnaya-technika/blendery/Blender-BRAUN-MX-2050-Black_STIzNTU4OVR0TDE4MA.jpg;assets/images/kuhonnaya-technika/blendery/Blender-BRAUN-MX-2050-Black_STIzNTU4OVRp.jpg;BRAUN;;
16;Блендер BRAUN Multiquick 7 MR 7730;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/blendery?mfr=352"">BRAUN</a> </li>                        <li class=""tec-char""><span>Тип управления:</span> механическое </li>                        <li class=""tec-char""><span>Материал корпуса:</span> пластик </li>                        <li class=""tec-char""><span>Материал погружной части:</span> металл </li>                        <li class=""tec-char""><span>Емкость кувшина:</span> 0.5 л</li>                        <li class=""tec-char""><span>Мощность:</span> 600 Вт</li>                        <li class=""tec-char""><span>Тип блендера:</span> погружной </li>                        <li class=""tec-char""><span>Турборежим:</span> Есть </li>                        <li class=""tec-char""><span>Количество скоростей:</span> 15 </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Тип управления:</td><td>механическое</td></tr>						<tr><th colspan=""2"">Особенности</th></tr>						<tr><td class=""tthlbl"">Материал корпуса:</td><td>пластик</td></tr>						<tr><td class=""tthlbl"">Материал погружной части:</td><td>металл</td></tr>						<tr><td class=""tthlbl"">Отсек для сетевого шнура:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Емкость кувшина:</td><td>0.5л</td></tr>						<tr><td class=""tthlbl"">Мощность:</td><td>600Вт</td></tr>						<tr><td class=""tthlbl"">Тип блендера:</td><td>погружной</td></tr>						<tr><td class=""tthlbl"">Турборежим:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Управление</th></tr>						<tr><td class=""tthlbl"">Количество скоростей:</td><td>15</td></tr>						<tr><th colspan=""2"">Функциональные возможности</th></tr>						<tr><td class=""tthlbl"">Измельчитель:</td><td>Есть</td></tr>					</table>";2915;assets/images/kuhonnaya-technika/blendery/Blender-BRAUN-Multiquick-7-MR-7730_STE1NjAxNVR0TDE4MA.jpg;assets/images/kuhonnaya-technika/blendery/Blender-BRAUN-Multiquick-7-MR-7730_STE1NjAxNVRp.jpg;BRAUN;;
16;Блендер BOSCH MSM 76PRO;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/blendery?mfr=343"">BOSCH</a> </li>                        <li class=""tec-char""><span>Тип управления:</span> механическое </li>                        <li class=""tec-char""><span>Материал корпуса:</span> пластик </li>                        <li class=""tec-char""><span>Материал погружной части:</span> металл </li>                        <li class=""tec-char""><span>Емкость кувшина:</span> 0.7 л</li>                        <li class=""tec-char""><span>Мощность:</span> 750 Вт</li>                        <li class=""tec-char""><span>Тип блендера:</span> погружной </li>                        <li class=""tec-char""><span>Турборежим:</span> Есть </li>                        <li class=""tec-char""><span>Количество скоростей:</span> 1 </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">Габариты и вес</th></tr>						<tr><td class=""tthlbl"">Дополнительная информация:</td><td>две ножки бледнера: насадка с четырехлопастным ножом, насадка для быстрого приготовления  LED индикатор скорости</td></tr>      <tr><th colspan=""2"">Общие характеристики</th></tr>      <tr><td class=""tthlbl"">Тип управления:</td><td>механическое</td></tr>      <tr><th colspan=""2"">Особенности</th></tr>      <tr><td class=""tthlbl"">Длина сетевого шнура:</td><td>1.5м</td></tr>      <tr><td class=""tthlbl"">Крепление на стену:</td><td>Есть</td></tr>      <tr><td class=""tthlbl"">Материал корпуса:</td><td>пластик</td></tr>      <tr><td class=""tthlbl"">Материал кувшина:</td><td>пластик</td></tr>      <tr><td class=""tthlbl"">Материал погружной части:</td><td>металл</td></tr>      <tr><th colspan=""2"">Технические характеристики</th></tr>      <tr><td class=""tthlbl"">Емкость кувшина:</td><td>0.7л</td></tr>      <tr><td class=""tthlbl"">Колка льда:</td><td>Есть</td></tr>      <tr><td class=""tthlbl"">Мощность:</td><td>750Вт</td></tr>      <tr><td class=""tthlbl"">Режим вспенивания:</td><td>Есть</td></tr>      <tr><td class=""tthlbl"">Тип блендера:</td><td>погружной</td></tr>      <tr><td class=""tthlbl"">Турборежим:</td><td>Есть</td></tr>      <tr><th colspan=""2"">Управление</th></tr>      <tr><td class=""tthlbl"">Количество скоростей:</td><td>1</td></tr>      <tr><th colspan=""2"">Функциональные возможности</th></tr>      <tr><td class=""tthlbl"">Мерный стакан:</td><td>Есть</td></tr>     </table>";2939;assets/images/kuhonnaya-technika/blendery/Blender-BOSCH-MSM-76PRO_STI0MDI3NlR0TDE4MA.jpg;assets/images/kuhonnaya-technika/blendery/Blender-BOSCH-MSM-76PRO_STI0MDI3NlRp.jpg;;;
16;Блендер PHILIPS HR 1652/90;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/blendery?mfr=1652"">PHILIPS</a> </li>                        <li class=""tec-char""><span>Тип управления:</span> электронное </li>                        <li class=""tec-char""><span>Материал корпуса:</span> металл </li>                        <li class=""tec-char""><span>Материал погружной части:</span> металл </li>                        <li class=""tec-char""><span>Емкость кувшина:</span> 1 л</li>                        <li class=""tec-char""><span>Мощность:</span> 600 Вт</li>                        <li class=""tec-char""><span>Тип блендера:</span> погружной </li>                        <li class=""tec-char""><span>Турборежим:</span> Есть </li>                        <li class=""tec-char""><span>Количество скоростей:</span> 20 </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Тип управления:</td><td>электронное</td></tr>						<tr><th colspan=""2"">Особенности</th></tr>						<tr><td class=""tthlbl"">Материал корпуса:</td><td>металл</td></tr>						<tr><td class=""tthlbl"">Материал погружной части:</td><td>металл</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Емкость кувшина:</td><td>1л</td></tr>						<tr><td class=""tthlbl"">Мощность:</td><td>600Вт</td></tr>						<tr><td class=""tthlbl"">Тип блендера:</td><td>погружной</td></tr>						<tr><td class=""tthlbl"">Турборежим:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Управление</th></tr>						<tr><td class=""tthlbl"">Количество скоростей:</td><td>20</td></tr>						<tr><th colspan=""2"">Функциональные возможности</th></tr>						<tr><td class=""tthlbl"">Измельчитель:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Мерный стакан:</td><td>Есть</td></tr>					</table>";2962;assets/images/kuhonnaya-technika/blendery/Blender-PHILIPS-HR-1652-90_STI0MzE3M1R0TDE4MA.jpg;assets/images/kuhonnaya-technika/blendery/Blender-PHILIPS-HR-1652-90_STI0MzE3M1Rp.jpg;PHILIPS;;
16;Блендер PHILIPS HR 1372/90;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/blendery?mfr=1652"">PHILIPS</a> </li>                        <li class=""tec-char""><span>Тип управления:</span> механическое </li>                        <li class=""tec-char""><span>Материал корпуса:</span> пластик </li>                        <li class=""tec-char""><span>Материал погружной части:</span> металл </li>                        <li class=""tec-char""><span>Емкость кувшина:</span> 1 л</li>                        <li class=""tec-char""><span>Мощность:</span> 700 Вт</li>                        <li class=""tec-char""><span>Тип блендера:</span> погружной </li>                        <li class=""tec-char""><span>Турборежим:</span> Есть </li>                        <li class=""tec-char""><span>Количество скоростей:</span> 5 </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Тип управления:</td><td>механическое</td></tr>						<tr><th colspan=""2"">Особенности</th></tr>						<tr><td class=""tthlbl"">Длина сетевого шнура:</td><td>1.3м</td></tr>						<tr><td class=""tthlbl"">Материал корпуса:</td><td>пластик</td></tr>						<tr><td class=""tthlbl"">Материал погружной части:</td><td>металл</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Емкость кувшина:</td><td>1л</td></tr>						<tr><td class=""tthlbl"">Колка льда:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Мощность:</td><td>700Вт</td></tr>						<tr><td class=""tthlbl"">Плавная регулировка скорости:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Тип блендера:</td><td>погружной</td></tr>						<tr><td class=""tthlbl"">Турборежим:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Управление</th></tr>						<tr><td class=""tthlbl"">Количество скоростей:</td><td>5</td></tr>						<tr><th colspan=""2"">Функциональные возможности</th></tr>						<tr><td class=""tthlbl"">Венчик для взбивания:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Измельчитель:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Мерный стакан:</td><td>Есть</td></tr>					</table>";3029;assets/images/kuhonnaya-technika/blendery/Blender-PHILIPS-HR-1372-90_STIyODQzOFR0TDE4MA.jpg;assets/images/kuhonnaya-technika/blendery/Blender-PHILIPS-HR-1372-90_STIyODQzOFRp.jpg;PHILIPS;;
16;Блендер BRAUN MR 730 cc;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/blendery?mfr=352"">BRAUN</a> </li>                        <li class=""tec-char""><span>Тип управления:</span> механическое </li>                        <li class=""tec-char""><span>Материал корпуса:</span> пластик </li>                        <li class=""tec-char""><span>Материал погружной части:</span> металл </li>                        <li class=""tec-char""><span>Емкость кувшина:</span> 0.5 л</li>                        <li class=""tec-char""><span>Мощность:</span> 200 Вт</li>                        <li class=""tec-char""><span>Тип блендера:</span> погружной </li>                        <li class=""tec-char""><span>Турборежим:</span> Есть </li>                        <li class=""tec-char""><span>Количество скоростей:</span> 15 </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">Габариты и вес</th></tr>						<tr><td class=""tthlbl"">Дополнительная информация:</td><td>Беспроводная работа</td></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Тип управления:</td><td>механическое</td></tr>						<tr><th colspan=""2"">Особенности</th></tr>						<tr><td class=""tthlbl"">Длина сетевого шнура:</td><td>1.4м</td></tr>						<tr><td class=""tthlbl"">Материал корпуса:</td><td>пластик</td></tr>						<tr><td class=""tthlbl"">Материал погружной части:</td><td>металл</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Емкость кувшина:</td><td>0.5л</td></tr>						<tr><td class=""tthlbl"">Мощность:</td><td>200Вт</td></tr>						<tr><td class=""tthlbl"">Тип блендера:</td><td>погружной</td></tr>						<tr><td class=""tthlbl"">Турборежим:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Управление</th></tr>						<tr><td class=""tthlbl"">Количество скоростей:</td><td>15</td></tr>						<tr><th colspan=""2"">Функциональные возможности</th></tr>						<tr><td class=""tthlbl"">Измельчитель:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Мерный стакан:</td><td>Есть</td></tr>					</table>";3088;assets/images/kuhonnaya-technika/blendery/Blender-BRAUN-MR-730-cc_STExNTg4NFR0TDE4MA.jpg;assets/images/kuhonnaya-technika/blendery/Blender-BRAUN-MR-730-cc_STExNTg4NFRp.jpg;BRAUN;;
16;Блендер ELECTROLUX ESB4600;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/blendery?mfr=680"">ELECTROLUX</a> </li>                        <li class=""tec-char""><span>Высота:</span> 39 см</li>                        <li class=""tec-char""><span>Глубина:</span> 23.8 см</li>                        <li class=""tec-char""><span>Ширина:</span> 19.8 см</li>                        <li class=""tec-char""><span>Тип управления:</span> механическое </li>                        <li class=""tec-char""><span>Материал корпуса:</span> пластик </li>                        <li class=""tec-char""><span>Емкость кувшина:</span> 1.5 л</li>                        <li class=""tec-char""><span>Мощность:</span> 600 Вт</li>                        <li class=""tec-char""><span>Тип блендера:</span> стационарный </li>                        <li class=""tec-char""><span>Турборежим:</span> Нет </li>                        <li class=""tec-char""><span>Количество скоростей:</span> 6 </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">Габариты</th></tr>						<tr><td class=""tthlbl"">Высота:</td><td>39см</td></tr>						<tr><td class=""tthlbl"">Глубина:</td><td>23.8см</td></tr>						<tr><td class=""tthlbl"">Ширина:</td><td>19.8см</td></tr>						<tr><th colspan=""2"">Габариты и вес</th></tr>						<tr><td class=""tthlbl"">Вес:</td><td>4кг</td></tr>						<tr><td class=""tthlbl"">Дополнительная информация:</td><td>аксессуары: венчик, чаша, маленькая насадка</td></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Тип управления:</td><td>механическое</td></tr>						<tr><th colspan=""2"">Особенности</th></tr>						<tr><td class=""tthlbl"">Материал корпуса:</td><td>пластик</td></tr>						<tr><td class=""tthlbl"">Материал кувшина:</td><td>стекло</td></tr>						<tr><td class=""tthlbl"">Отверстие для ингредиентов:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Емкость кувшина:</td><td>1.5л</td></tr>						<tr><td class=""tthlbl"">Колка льда:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Мощность:</td><td>600Вт</td></tr>						<tr><td class=""tthlbl"">Плавная регулировка скорости:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Тип блендера:</td><td>стационарный</td></tr>						<tr><td class=""tthlbl"">Турборежим:</td><td>Нет</td></tr>						<tr><th colspan=""2"">Управление</th></tr>						<tr><td class=""tthlbl"">Импульсный режим:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Количество скоростей:</td><td>6</td></tr>					</table>";3089;assets/images/kuhonnaya-technika/blendery/Blender-ELECTROLUX-ESB4600_STIzNjkyM1R0TDE4MA.jpg;assets/images/kuhonnaya-technika/blendery/Blender-ELECTROLUX-ESB4600_STIzNjkyM1Rp.jpg;ELECTROLUX;;
16;Блендер ELECTROLUX ESB4600;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/blendery?mfr=680"">ELECTROLUX</a> </li>                        <li class=""tec-char""><span>Высота:</span> 39 см</li>                        <li class=""tec-char""><span>Глубина:</span> 23.8 см</li>                        <li class=""tec-char""><span>Ширина:</span> 19.8 см</li>                        <li class=""tec-char""><span>Тип управления:</span> механическое </li>                        <li class=""tec-char""><span>Материал корпуса:</span> пластик </li>                        <li class=""tec-char""><span>Емкость кувшина:</span> 1.5 л</li>                        <li class=""tec-char""><span>Мощность:</span> 600 Вт</li>                        <li class=""tec-char""><span>Тип блендера:</span> стационарный </li>                        <li class=""tec-char""><span>Турборежим:</span> Нет </li>                        <li class=""tec-char""><span>Количество скоростей:</span> 6 </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">Габариты</th></tr>						<tr><td class=""tthlbl"">Высота:</td><td>39см</td></tr>						<tr><td class=""tthlbl"">Глубина:</td><td>23.8см</td></tr>						<tr><td class=""tthlbl"">Ширина:</td><td>19.8см</td></tr>						<tr><th colspan=""2"">Габариты и вес</th></tr>						<tr><td class=""tthlbl"">Вес:</td><td>4кг</td></tr>						<tr><td class=""tthlbl"">Дополнительная информация:</td><td>аксессуары: венчик, чаша, маленькая насадка</td></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Тип управления:</td><td>механическое</td></tr>						<tr><th colspan=""2"">Особенности</th></tr>						<tr><td class=""tthlbl"">Материал корпуса:</td><td>пластик</td></tr>						<tr><td class=""tthlbl"">Материал кувшина:</td><td>стекло</td></tr>						<tr><td class=""tthlbl"">Отверстие для ингредиентов:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Емкость кувшина:</td><td>1.5л</td></tr>						<tr><td class=""tthlbl"">Колка льда:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Мощность:</td><td>600Вт</td></tr>						<tr><td class=""tthlbl"">Плавная регулировка скорости:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Тип блендера:</td><td>стационарный</td></tr>						<tr><td class=""tthlbl"">Турборежим:</td><td>Нет</td></tr>						<tr><th colspan=""2"">Управление</th></tr>						<tr><td class=""tthlbl"">Импульсный режим:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Количество скоростей:</td><td>6</td></tr>					</table>";3089;assets/images/kuhonnaya-technika/blendery/Blender-ELECTROLUX-ESB4600_STIzNjkyM1R0TDE4MA.jpg;assets/images/kuhonnaya-technika/blendery/Blender-ELECTROLUX-ESB4600_STIzNjkyM1Rp.jpg;ELECTROLUX;;
16;Блендер PHILIPS HR 1653/90;"<ul class=""tec-char"">                        <li class=""tec-char""><span>Код марки:</span> <a href=""http://www.electrovenik.ru/catalog/small/melkaja_kuhonnaja_tehnika/blendery?mfr=1652"">PHILIPS</a> </li>                        <li class=""tec-char""><span>Тип управления:</span> электронное </li>                        <li class=""tec-char""><span>Материал корпуса:</span> пластик/металл </li>                        <li class=""tec-char""><span>Материал погружной части:</span> металл </li>                        <li class=""tec-char""><span>Емкость кувшина:</span> 1.7 л</li>                        <li class=""tec-char""><span>Мощность:</span> 600 Вт</li>                        <li class=""tec-char""><span>Тип блендера:</span> погружной </li>                        <li class=""tec-char""><span>Турборежим:</span> Есть </li>                        <li class=""tec-char""><span>Количество скоростей:</span> 20 </li>						</ul>";"<table class=""item-tec-char"" id=""tthtable"">						<tr><th colspan=""2""></th></tr>						<tr><th colspan=""2"">Общие характеристики</th></tr>						<tr><td class=""tthlbl"">Тип управления:</td><td>электронное</td></tr>						<tr><th colspan=""2"">Особенности</th></tr>						<tr><td class=""tthlbl"">Материал корпуса:</td><td>пластик/металл</td></tr>						<tr><td class=""tthlbl"">Материал погружной части:</td><td>металл</td></tr>						<tr><th colspan=""2"">Технические характеристики</th></tr>						<tr><td class=""tthlbl"">Емкость кувшина:</td><td>1.7л</td></tr>						<tr><td class=""tthlbl"">Мощность:</td><td>600Вт</td></tr>						<tr><td class=""tthlbl"">Режим вспенивания:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Тип блендера:</td><td>погружной</td></tr>						<tr><td class=""tthlbl"">Турборежим:</td><td>Есть</td></tr>						<tr><th colspan=""2"">Управление</th></tr>						<tr><td class=""tthlbl"">Количество скоростей:</td><td>20</td></tr>						<tr><th colspan=""2"">Функциональные возможности</th></tr>						<tr><td class=""tthlbl"">Венчик для взбивания:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Измельчитель:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Мельничка:</td><td>Есть</td></tr>						<tr><td class=""tthlbl"">Мерный стакан:</td><td>Есть</td></tr>					</table>";3199;assets/images/kuhonnaya-technika/blendery/Blender-PHILIPS-HR-1653-90_STI0MzIwN1R0TDE4MA.jpg;assets/images/kuhonnaya-technika/blendery/Blender-PHILIPS-HR-1653-90_STI0MzIwN1Rp.jpg;PHILIPS;;
